Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,Asian,5
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,Asian,5
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,Hispanic/ Latino,6
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,Hispanic/ Latino,13
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,Hispanic/ Latino,22
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,African American,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,African American,3
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,African American,8
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,All,14
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,All,34
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,All,53
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,White,
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,White,7
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,White,9
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,Asian,62
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,Asian,78
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,Asian,103
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,Hispanic/ Latino,
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,Hispanic/ Latino,7
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,Hispanic/ Latino,18
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,All,65
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,All,92
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,All,132
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,enr,BALDWIN PARK HIGH SCHOOL,Asian,5
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,adm,BALDWIN PARK HIGH SCHOOL,Asian,12
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,app,BALDWIN PARK HIGH SCHOOL,Asian,17
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,enr,BALDWIN PARK HIGH SCHOOL,Hispanic/ Latino,25
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,adm,BALDWIN PARK HIGH SCHOOL,Hispanic/ Latino,39
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,app,BALDWIN PARK HIGH SCHOOL,Hispanic/ Latino,66
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,enr,BALDWIN PARK HIGH SCHOOL,All,31
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,adm,BALDWIN PARK HIGH SCHOOL,All,52
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,app,BALDWIN PARK HIGH SCHOOL,All,86
BANNING ACAD CREAT-INNOV SCI(BACIS)54899,Wilmington,Los Angeles,enr,BANNING ACAD CREAT-INNOV SCI(BACIS),Hispanic/ Latino,4
BANNING ACAD CREAT-INNOV SCI(BACIS)54899,Wilmington,Los Angeles,adm,BANNING ACAD CREAT-INNOV SCI(BACIS),Hispanic/ Latino,5
BANNING ACAD CREAT-INNOV SCI(BACIS)54899,Wilmington,Los Angeles,app,BANNING ACAD CREAT-INNOV SCI(BACIS),Hispanic/ Latino,9
BANNING ACAD CREAT-INNOV SCI(BACIS)54899,Wilmington,Los Angeles,enr,BANNING ACAD CREAT-INNOV SCI(BACIS),All,4
BANNING ACAD CREAT-INNOV SCI(BACIS)54899,Wilmington,Los Angeles,adm,BANNING ACAD CREAT-INNOV SCI(BACIS),All,6
BANNING ACAD CREAT-INNOV SCI(BACIS)54899,Wilmington,Los Angeles,app,BANNING ACAD CREAT-INNOV SCI(BACIS),All,10
BANNING HIGH SCHOOL50230,Banning,Riverside,enr,BANNING HIGH SCHOOL,Asian,4
BANNING HIGH SCHOOL50230,Banning,Riverside,adm,BANNING HIGH SCHOOL,Asian,8
BANNING HIGH SCHOOL50230,Banning,Riverside,app,BANNING HIGH SCHOOL,Asian,14
BANNING HIGH SCHOOL50230,Banning,Riverside,enr,BANNING HIGH SCHOOL,Hispanic/ Latino,9
BANNING HIGH SCHOOL50230,Banning,Riverside,adm,BANNING HIGH SCHOOL,Hispanic/ Latino,21
BANNING HIGH SCHOOL50230,Banning,Riverside,app,BANNING HIGH SCHOOL,Hispanic/ Latino,43
BANNING HIGH SCHOOL50230,Banning,Riverside,enr,BANNING HIGH SCHOOL,All,14
BANNING HIGH SCHOOL50230,Banning,Riverside,adm,BANNING HIGH SCHOOL,All,30
BANNING HIGH SCHOOL50230,Banning,Riverside,app,BANNING HIGH SCHOOL,All,65
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,enr,BARSTOW HIGH SCHOOL,Hispanic/ Latino,6
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,adm,BARSTOW HIGH SCHOOL,Hispanic/ Latino,11
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,app,BARSTOW HIGH SCHOOL,Hispanic/ Latino,15
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,enr,BARSTOW HIGH SCHOOL,African American,
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,adm,BARSTOW HIGH SCHOOL,African American,
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,app,BARSTOW HIGH SCHOOL,African American,5
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,enr,BARSTOW HIGH SCHOOL,All,13
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,adm,BARSTOW HIGH SCHOOL,All,19
BARSTOW HIGH SCHOOL50235,Barstow,San Bernardino,app,BARSTOW HIGH SCHOOL,All,28
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,enr,BASSETT HIGH SCHOOL,Asian,4
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,adm,BASSETT HIGH SCHOOL,Asian,7
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,app,BASSETT HIGH SCHOOL,Asian,9
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,enr,BASSETT HIGH SCHOOL,Hispanic/ Latino,11
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,adm,BASSETT HIGH SCHOOL,Hispanic/ Latino,18
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,app,BASSETT HIGH SCHOOL,Hispanic/ Latino,41
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,enr,BASSETT HIGH SCHOOL,All,15
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,adm,BASSETT HIGH SCHOOL,All,26
BASSETT HIGH SCHOOL50238,La Puente,Los Angeles,app,BASSETT HIGH SCHOOL,All,53
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,enr,BEAR CREEK HIGH SCHOOL,White,
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,adm,BEAR CREEK HIGH SCHOOL,White,
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,app,BEAR CREEK HIGH SCHOOL,White,6
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,enr,BEAR CREEK HIGH SCHOOL,Asian,7
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,adm,BEAR CREEK HIGH SCHOOL,Asian,19
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,app,BEAR CREEK HIGH SCHOOL,Asian,34
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,enr,BEAR CREEK HIGH SCHOOL,Hispanic/ Latino,
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,adm,BEAR CREEK HIGH SCHOOL,Hispanic/ Latino,3
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,app,BEAR CREEK HIGH SCHOOL,Hispanic/ Latino,9
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,enr,BEAR CREEK HIGH SCHOOL,All,8
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,adm,BEAR CREEK HIGH SCHOOL,All,23
BEAR CREEK HIGH SCHOOL53436,Stockton,San Joaquin,app,BEAR CREEK HIGH SCHOOL,All,52
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,enr,BEAR RIVER HIGH SCHOOL,White,5
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,adm,BEAR RIVER HIGH SCHOOL,White,10
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,app,BEAR RIVER HIGH SCHOOL,White,18
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,enr,BEAR RIVER HIGH SCHOOL,Hispanic/ Latino,
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,adm,BEAR RIVER HIGH SCHOOL,Hispanic/ Latino,4
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,app,BEAR RIVER HIGH SCHOOL,Hispanic/ Latino,5
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,enr,BEAR RIVER HIGH SCHOOL,All,5
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,adm,BEAR RIVER HIGH SCHOOL,All,15
BEAR RIVER HIGH SCHOOL51092,Grass Valley,Nevada,app,BEAR RIVER HIGH SCHOOL,All,26
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,enr,BEAUMONT HIGH SCHOOL,White,7
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,adm,BEAUMONT HIGH SCHOOL,White,12
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,app,BEAUMONT HIGH SCHOOL,White,24
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,enr,BEAUMONT HIGH SCHOOL,Asian,16
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,adm,BEAUMONT HIGH SCHOOL,Asian,21
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,app,BEAUMONT HIGH SCHOOL,Asian,28
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,enr,BEAUMONT HIGH SCHOOL,Hispanic/ Latino,30
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,adm,BEAUMONT HIGH SCHOOL,Hispanic/ Latino,55
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,app,BEAUMONT HIGH SCHOOL,Hispanic/ Latino,77
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,enr,BEAUMONT HIGH SCHOOL,African American,4
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,adm,BEAUMONT HIGH SCHOOL,African American,6
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,app,BEAUMONT HIGH SCHOOL,African American,11
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,enr,BEAUMONT HIGH SCHOOL,All,57
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,adm,BEAUMONT HIGH SCHOOL,All,95
BEAUMONT HIGH SCHOOL50240,Beaumont,Riverside,app,BEAUMONT HIGH SCHOOL,All,141
BELL GARDENS SENIOR HS50265,Bell Gardens,Los Angeles,enr,BELL GARDENS SENIOR HS,Hispanic/ Latino,40
BELL GARDENS SENIOR HS50265,Bell Gardens,Los Angeles,adm,BELL GARDENS SENIOR HS,Hispanic/ Latino,64
BELL GARDENS SENIOR HS50265,Bell Gardens,Los Angeles,app,BELL GARDENS SENIOR HS,Hispanic/ Latino,125
BELL GARDENS SENIOR HS50265,Bell Gardens,Los Angeles,enr,BELL GARDENS SENIOR HS,All,40
BELL GARDENS SENIOR HS50265,Bell Gardens,Los Angeles,adm,BELL GARDENS SENIOR HS,All,65
BELL GARDENS SENIOR HS50265,Bell Gardens,Los Angeles,app,BELL GARDENS SENIOR HS,All,129
BELL HIGH SCHOOL50245,Bell,Los Angeles,enr,BELL HIGH SCHOOL,Domestic Unknown,
BELL HIGH SCHOOL50245,Bell,Los Angeles,adm,BELL HIGH SCHOOL,Domestic Unknown,3
BELL HIGH SCHOOL50245,Bell,Los Angeles,app,BELL HIGH SCHOOL,Domestic Unknown,6
BELL HIGH SCHOOL50245,Bell,Los Angeles,enr,BELL HIGH SCHOOL,White,4
BELL HIGH SCHOOL50245,Bell,Los Angeles,adm,BELL HIGH SCHOOL,White,5
BELL HIGH SCHOOL50245,Bell,Los Angeles,app,BELL HIGH SCHOOL,White,6
BELL HIGH SCHOOL50245,Bell,Los Angeles,enr,BELL HIGH SCHOOL,Hispanic/ Latino,34
BELL HIGH SCHOOL50245,Bell,Los Angeles,adm,BELL HIGH SCHOOL,Hispanic/ Latino,77
BELL HIGH SCHOOL50245,Bell,Los Angeles,app,BELL HIGH SCHOOL,Hispanic/ Latino,135
BELL HIGH SCHOOL50245,Bell,Los Angeles,enr,BELL HIGH SCHOOL,All,39
BELL HIGH SCHOOL50245,Bell,Los Angeles,adm,BELL HIGH SCHOOL,All,87
BELL HIGH SCHOOL50245,Bell,Los Angeles,app,BELL HIGH SCHOOL,All,149
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,enr,BELLA VISTA HIGH SCHOOL,White,11
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,adm,BELLA VISTA HIGH SCHOOL,White,27
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,app,BELLA VISTA HIGH SCHOOL,White,58
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,enr,BELLA VISTA HIGH SCHOOL,Asian,6
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,adm,BELLA VISTA HIGH SCHOOL,Asian,12
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,app,BELLA VISTA HIGH SCHOOL,Asian,16
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,enr,BELLA VISTA HIGH SCHOOL,Hispanic/ Latino,4
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,adm,BELLA VISTA HIGH SCHOOL,Hispanic/ Latino,9
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,app,BELLA VISTA HIGH SCHOOL,Hispanic/ Latino,19
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,enr,BELLA VISTA HIGH SCHOOL,All,22
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,adm,BELLA VISTA HIGH SCHOOL,All,51
BELLA VISTA HIGH SCHOOL50912,Fair Oaks,Sacramento,app,BELLA VISTA HIGH SCHOOL,All,98
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,enr,BELLFLOWER HIGH SCHOOL,Asian,4
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,adm,BELLFLOWER HIGH SCHOOL,Asian,7
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,app,BELLFLOWER HIGH SCHOOL,Asian,13
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,enr,BELLFLOWER HIGH SCHOOL,Hispanic/ Latino,6
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,adm,BELLFLOWER HIGH SCHOOL,Hispanic/ Latino,18
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,app,BELLFLOWER HIGH SCHOOL,Hispanic/ Latino,36
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,enr,BELLFLOWER HIGH SCHOOL,African American,
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,adm,BELLFLOWER HIGH SCHOOL,African American,4
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,app,BELLFLOWER HIGH SCHOOL,African American,7
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,enr,BELLFLOWER HIGH SCHOOL,All,12
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,adm,BELLFLOWER HIGH SCHOOL,All,30
BELLFLOWER HIGH SCHOOL50255,Bellflower,Los Angeles,app,BELLFLOWER HIGH SCHOOL,All,58
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,enr,BELMONT HIGH SCHOOL,Asian,4
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,adm,BELMONT HIGH SCHOOL,Asian,4
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,app,BELMONT HIGH SCHOOL,Asian,7
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,enr,BELMONT HIGH SCHOOL,Hispanic/ Latino,19
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,adm,BELMONT HIGH SCHOOL,Hispanic/ Latino,34
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,app,BELMONT HIGH SCHOOL,Hispanic/ Latino,53
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,enr,BELMONT HIGH SCHOOL,All,25
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,adm,BELMONT HIGH SCHOOL,All,40
BELMONT HIGH SCHOOL51540,Los Angeles,Los Angeles,app,BELMONT HIGH SCHOOL,All,62
BENICIA HIGH SCHOOL50280,Benicia,Solano,enr,BENICIA HIGH SCHOOL,White,12
BENICIA HIGH SCHOOL50280,Benicia,Solano,adm,BENICIA HIGH SCHOOL,White,24
BENICIA HIGH SCHOOL50280,Benicia,Solano,app,BENICIA HIGH SCHOOL,White,36
BENICIA HIGH SCHOOL50280,Benicia,Solano,enr,BENICIA HIGH SCHOOL,Asian,11
BENICIA HIGH SCHOOL50280,Benicia,Solano,adm,BENICIA HIGH SCHOOL,Asian,15
BENICIA HIGH SCHOOL50280,Benicia,Solano,app,BENICIA HIGH SCHOOL,Asian,19
BENICIA HIGH SCHOOL50280,Benicia,Solano,enr,BENICIA HIGH SCHOOL,Hispanic/ Latino,8
BENICIA HIGH SCHOOL50280,Benicia,Solano,adm,BENICIA HIGH SCHOOL,Hispanic/ Latino,14
BENICIA HIGH SCHOOL50280,Benicia,Solano,app,BENICIA HIGH SCHOOL,Hispanic/ Latino,19
BENICIA HIGH SCHOOL50280,Benicia,Solano,enr,BENICIA HIGH SCHOOL,African American,3
BENICIA HIGH SCHOOL50280,Benicia,Solano,adm,BENICIA HIGH SCHOOL,African American,5
BENICIA HIGH SCHOOL50280,Benicia,Solano,app,BENICIA HIGH SCHOOL,African American,6
BENICIA HIGH SCHOOL50280,Benicia,Solano,enr,BENICIA HIGH SCHOOL,All,35
BENICIA HIGH SCHOOL50280,Benicia,Solano,adm,BENICIA HIGH SCHOOL,All,62
BENICIA HIGH SCHOOL50280,Benicia,Solano,app,BENICIA HIGH SCHOOL,All,85
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,enr,BENJAMIN FRANKLIN HIGH SCHOOL,Asian,4
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,adm,BENJAMIN FRANKLIN HIGH SCHOOL,Asian,6
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,app,BENJAMIN FRANKLIN HIGH SCHOOL,Asian,7
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,enr,BENJAMIN FRANKLIN HIGH SCHOOL,Hispanic/ Latino,21
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,adm,BENJAMIN FRANKLIN HIGH SCHOOL,Hispanic/ Latino,53
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,app,BENJAMIN FRANKLIN HIGH SCHOOL,Hispanic/ Latino,78
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,enr,BENJAMIN FRANKLIN HIGH SCHOOL,All,25
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,adm,BENJAMIN FRANKLIN HIGH SCHOOL,All,61
BENJAMIN FRANKLIN HIGH SCHOOL51550,Los Angeles,Los Angeles,app,BENJAMIN FRANKLIN HIGH SCHOOL,All,87
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,Inter- national,
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,Inter- national,
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,Inter- national,5
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,Domestic Unknown,
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,Domestic Unknown,
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,Domestic Unknown,16
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,White,77
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,White,170
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,White,195
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,Asian,25
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,Asian,68
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,Asian,78
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,Hispanic/ Latino,11
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,Hispanic/ Latino,40
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,Hispanic/ Latino,58
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,African American,13
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,African American,40
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,African American,62
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,enr,BERKELEY HIGH SCHOOL,All,133
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,adm,BERKELEY HIGH SCHOOL,All,334
BERKELEY HIGH SCHOOL50290,Berkeley,Alameda,app,BERKELEY HIGH SCHOOL,All,414
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,enr,BEVERLY HILLS HIGH SCHOOL,White,23
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,adm,BEVERLY HILLS HIGH SCHOOL,White,55
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,app,BEVERLY HILLS HIGH SCHOOL,White,102
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,enr,BEVERLY HILLS HIGH SCHOOL,Asian,9
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,adm,BEVERLY HILLS HIGH SCHOOL,Asian,20
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,app,BEVERLY HILLS HIGH SCHOOL,Asian,39
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,enr,BEVERLY HILLS HIGH SCHOOL,Hispanic/ Latino,4
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,adm,BEVERLY HILLS HIGH SCHOOL,Hispanic/ Latino,9
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,app,BEVERLY HILLS HIGH SCHOOL,Hispanic/ Latino,22
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,enr,BEVERLY HILLS HIGH SCHOOL,African American,
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,adm,BEVERLY HILLS HIGH SCHOOL,African American,3
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,app,BEVERLY HILLS HIGH SCHOOL,African American,6
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,enr,BEVERLY HILLS HIGH SCHOOL,All,42
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,adm,BEVERLY HILLS HIGH SCHOOL,All,93
BEVERLY HILLS HIGH SCHOOL50320,Beverly Hills,Los Angeles,app,BEVERLY HILLS HIGH SCHOOL,All,181
BIG BEAR HIGH SCHOOL50330,Big Bear Lake,San Bernardino,enr,BIG BEAR HIGH SCHOOL,White,3
BIG BEAR HIGH SCHOOL50330,Big Bear Lake,San Bernardino,adm,BIG BEAR HIGH SCHOOL,White,4
BIG BEAR HIGH SCHOOL50330,Big Bear Lake,San Bernardino,app,BIG BEAR HIGH SCHOOL,White,13
BIG BEAR HIGH SCHOOL50330,Big Bear Lake,San Bernardino,enr,BIG BEAR HIGH SCHOOL,All,7
BIG BEAR HIGH SCHOOL50330,Big Bear Lake,San Bernardino,adm,BIG BEAR HIGH SCHOOL,All,10
BIG BEAR HIGH SCHOOL50330,Big Bear Lake,San Bernardino,app,BIG BEAR HIGH SCHOOL,All,22
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,enr,BIRMINGHAM COMMUNITY HS,White,
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,adm,BIRMINGHAM COMMUNITY HS,White,
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,app,BIRMINGHAM COMMUNITY HS,White,9
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,enr,BIRMINGHAM COMMUNITY HS,Asian,
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,adm,BIRMINGHAM COMMUNITY HS,Asian,4
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,app,BIRMINGHAM COMMUNITY HS,Asian,8
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,enr,BIRMINGHAM COMMUNITY HS,Hispanic/ Latino,29
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,adm,BIRMINGHAM COMMUNITY HS,Hispanic/ Latino,53
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,app,BIRMINGHAM COMMUNITY HS,Hispanic/ Latino,133
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,enr,BIRMINGHAM COMMUNITY HS,African American,
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,adm,BIRMINGHAM COMMUNITY HS,African American,3
BIRMINGHAM COMMUNITY HS53615,Lake Balboa,Los Angeles,app,BIRMINGHAM COMMUNITY HS,African American,12
