Calculation1,City,County/State/ Territory,Measure Names,School,Uad Uc Ethn 6 Cat,Measure Values
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,app,ARAGON HIGH SCHOOL,Domestic Unknown,7
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,enr,ARAGON HIGH SCHOOL,White,
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,adm,ARAGON HIGH SCHOOL,White,3
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,app,ARAGON HIGH SCHOOL,White,21
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,enr,ARAGON HIGH SCHOOL,Asian,6
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,adm,ARAGON HIGH SCHOOL,Asian,11
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,app,ARAGON HIGH SCHOOL,Asian,46
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,enr,ARAGON HIGH SCHOOL,Hispanic/ Latino,
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,adm,ARAGON HIGH SCHOOL,Hispanic/ Latino,
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,app,ARAGON HIGH SCHOOL,Hispanic/ Latino,8
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,enr,ARAGON HIGH SCHOOL,African American,
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,adm,ARAGON HIGH SCHOOL,African American,
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,app,ARAGON HIGH SCHOOL,African American,5
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,enr,ARAGON HIGH SCHOOL,All,10
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,adm,ARAGON HIGH SCHOOL,All,20
ARAGON HIGH SCHOOL53163,San Mateo,San Mateo,app,ARAGON HIGH SCHOOL,All,87
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,enr,ARCADIA HIGH SCHOOL,Domestic Unknown,3
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,adm,ARCADIA HIGH SCHOOL,Domestic Unknown,4
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,app,ARCADIA HIGH SCHOOL,Domestic Unknown,16
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,enr,ARCADIA HIGH SCHOOL,White,
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,adm,ARCADIA HIGH SCHOOL,White,
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,app,ARCADIA HIGH SCHOOL,White,17
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,enr,ARCADIA HIGH SCHOOL,Asian,19
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,adm,ARCADIA HIGH SCHOOL,Asian,40
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,app,ARCADIA HIGH SCHOOL,Asian,208
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,enr,ARCADIA HIGH SCHOOL,Hispanic/ Latino,
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,adm,ARCADIA HIGH SCHOOL,Hispanic/ Latino,
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,app,ARCADIA HIGH SCHOOL,Hispanic/ Latino,9
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,enr,ARCADIA HIGH SCHOOL,All,23
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,adm,ARCADIA HIGH SCHOOL,All,45
ARCADIA HIGH SCHOOL50130,Arcadia,Los Angeles,app,ARCADIA HIGH SCHOOL,All,256
ARCATA HIGH SCHOOL50135,Arcata,Humboldt,enr,ARCATA HIGH SCHOOL,White,
ARCATA HIGH SCHOOL50135,Arcata,Humboldt,adm,ARCATA HIGH SCHOOL,White,
ARCATA HIGH SCHOOL50135,Arcata,Humboldt,app,ARCATA HIGH SCHOOL,White,12
ARCATA HIGH SCHOOL50135,Arcata,Humboldt,enr,ARCATA HIGH SCHOOL,All,
ARCATA HIGH SCHOOL50135,Arcata,Humboldt,adm,ARCATA HIGH SCHOOL,All,3
ARCATA HIGH SCHOOL50135,Arcata,Humboldt,app,ARCATA HIGH SCHOOL,All,18
ARISE HIGH SCHOOL54258,Oakland,Alameda,enr,ARISE HIGH SCHOOL,Hispanic/ Latino,
ARISE HIGH SCHOOL54258,Oakland,Alameda,adm,ARISE HIGH SCHOOL,Hispanic/ Latino,
ARISE HIGH SCHOOL54258,Oakland,Alameda,app,ARISE HIGH SCHOOL,Hispanic/ Latino,14
ARISE HIGH SCHOOL54258,Oakland,Alameda,enr,ARISE HIGH SCHOOL,All,
ARISE HIGH SCHOOL54258,Oakland,Alameda,adm,ARISE HIGH SCHOOL,All,
ARISE HIGH SCHOOL54258,Oakland,Alameda,app,ARISE HIGH SCHOOL,All,18
ARLETA HIGH SCHOOL50068,Arleta,Los Angeles,enr,ARLETA HIGH SCHOOL,Hispanic/ Latino,
ARLETA HIGH SCHOOL50068,Arleta,Los Angeles,adm,ARLETA HIGH SCHOOL,Hispanic/ Latino,
ARLETA HIGH SCHOOL50068,Arleta,Los Angeles,app,ARLETA HIGH SCHOOL,Hispanic/ Latino,16
ARLETA HIGH SCHOOL50068,Arleta,Los Angeles,enr,ARLETA HIGH SCHOOL,All,
ARLETA HIGH SCHOOL50068,Arleta,Los Angeles,adm,ARLETA HIGH SCHOOL,All,
ARLETA HIGH SCHOOL50068,Arleta,Los Angeles,app,ARLETA HIGH SCHOOL,All,18
ARLINGTON HIGH SCHOOL52658,Riverside,Riverside,enr,ARLINGTON HIGH SCHOOL,Hispanic/ Latino,3
ARLINGTON HIGH SCHOOL52658,Riverside,Riverside,adm,ARLINGTON HIGH SCHOOL,Hispanic/ Latino,3
ARLINGTON HIGH SCHOOL52658,Riverside,Riverside,app,ARLINGTON HIGH SCHOOL,Hispanic/ Latino,16
ARLINGTON HIGH SCHOOL52658,Riverside,Riverside,enr,ARLINGTON HIGH SCHOOL,All,3
ARLINGTON HIGH SCHOOL52658,Riverside,Riverside,adm,ARLINGTON HIGH SCHOOL,All,5
ARLINGTON HIGH SCHOOL52658,Riverside,Riverside,app,ARLINGTON HIGH SCHOOL,All,24
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,enr,ARMIJO HIGH SCHOOL,White,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,adm,ARMIJO HIGH SCHOOL,White,3
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,app,ARMIJO HIGH SCHOOL,White,9
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,enr,ARMIJO HIGH SCHOOL,Asian,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,adm,ARMIJO HIGH SCHOOL,Asian,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,app,ARMIJO HIGH SCHOOL,Asian,21
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,enr,ARMIJO HIGH SCHOOL,Hispanic/ Latino,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,adm,ARMIJO HIGH SCHOOL,Hispanic/ Latino,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,app,ARMIJO HIGH SCHOOL,Hispanic/ Latino,15
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,enr,ARMIJO HIGH SCHOOL,African American,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,adm,ARMIJO HIGH SCHOOL,African American,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,app,ARMIJO HIGH SCHOOL,African American,5
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,enr,ARMIJO HIGH SCHOOL,All,
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,adm,ARMIJO HIGH SCHOOL,All,5
ARMIJO HIGH SCHOOL50910,Fairfield,Solano,app,ARMIJO HIGH SCHOOL,All,51
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,enr,ARNOLD O BECKMAN HIGH SCHOOL,White,3
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,adm,ARNOLD O BECKMAN HIGH SCHOOL,White,5
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,app,ARNOLD O BECKMAN HIGH SCHOOL,White,32
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,enr,ARNOLD O BECKMAN HIGH SCHOOL,Asian,10
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,adm,ARNOLD O BECKMAN HIGH SCHOOL,Asian,20
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,app,ARNOLD O BECKMAN HIGH SCHOOL,Asian,102
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,enr,ARNOLD O BECKMAN HIGH SCHOOL,Hispanic/ Latino,
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,adm,ARNOLD O BECKMAN HIGH SCHOOL,Hispanic/ Latino,
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,app,ARNOLD O BECKMAN HIGH SCHOOL,Hispanic/ Latino,15
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,enr,ARNOLD O BECKMAN HIGH SCHOOL,All,14
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,adm,ARNOLD O BECKMAN HIGH SCHOOL,All,27
ARNOLD O BECKMAN HIGH SCHOOL51267,Irvine,Orange,app,ARNOLD O BECKMAN HIGH SCHOOL,All,159
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,enr,ARROYO GRANDE HIGH SCHOOL,White,3
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,adm,ARROYO GRANDE HIGH SCHOOL,White,5
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,app,ARROYO GRANDE HIGH SCHOOL,White,18
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,enr,ARROYO GRANDE HIGH SCHOOL,Asian,
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,adm,ARROYO GRANDE HIGH SCHOOL,Asian,
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,app,ARROYO GRANDE HIGH SCHOOL,Asian,7
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,enr,ARROYO GRANDE HIGH SCHOOL,Hispanic/ Latino,
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,adm,ARROYO GRANDE HIGH SCHOOL,Hispanic/ Latino,
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,app,ARROYO GRANDE HIGH SCHOOL,Hispanic/ Latino,17
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,enr,ARROYO GRANDE HIGH SCHOOL,All,5
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,adm,ARROYO GRANDE HIGH SCHOOL,All,9
ARROYO GRANDE HIGH SCHOOL50150,Arroyo Grande,San Luis Obispo,app,ARROYO GRANDE HIGH SCHOOL,All,46
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,enr,ARROYO HIGH SCHOOL,Asian,3
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,adm,ARROYO HIGH SCHOOL,Asian,7
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,app,ARROYO HIGH SCHOOL,Asian,31
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,enr,ARROYO HIGH SCHOOL,Hispanic/ Latino,
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,adm,ARROYO HIGH SCHOOL,Hispanic/ Latino,
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,app,ARROYO HIGH SCHOOL,Hispanic/ Latino,12
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,enr,ARROYO HIGH SCHOOL,All,3
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,adm,ARROYO HIGH SCHOOL,All,7
ARROYO HIGH SCHOOL50830,El Monte,Los Angeles,app,ARROYO HIGH SCHOOL,All,44
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,enr,ARROYO HIGH SCHOOL,Asian,3
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,adm,ARROYO HIGH SCHOOL,Asian,4
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,app,ARROYO HIGH SCHOOL,Asian,39
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,enr,ARROYO HIGH SCHOOL,Hispanic/ Latino,
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,adm,ARROYO HIGH SCHOOL,Hispanic/ Latino,
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,app,ARROYO HIGH SCHOOL,Hispanic/ Latino,12
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,enr,ARROYO HIGH SCHOOL,African American,
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,adm,ARROYO HIGH SCHOOL,African American,
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,app,ARROYO HIGH SCHOOL,African American,5
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,enr,ARROYO HIGH SCHOOL,All,4
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,adm,ARROYO HIGH SCHOOL,All,5
ARROYO HIGH SCHOOL53125,San Lorenzo,Alameda,app,ARROYO HIGH SCHOOL,All,60
ARROYO VALLEY HIGH SCHOOL52948,San Bernardino,San Bernardino,enr,ARROYO VALLEY HIGH SCHOOL,Hispanic/ Latino,
ARROYO VALLEY HIGH SCHOOL52948,San Bernardino,San Bernardino,adm,ARROYO VALLEY HIGH SCHOOL,Hispanic/ Latino,
ARROYO VALLEY HIGH SCHOOL52948,San Bernardino,San Bernardino,app,ARROYO VALLEY HIGH SCHOOL,Hispanic/ Latino,24
ARROYO VALLEY HIGH SCHOOL52948,San Bernardino,San Bernardino,enr,ARROYO VALLEY HIGH SCHOOL,All,
ARROYO VALLEY HIGH SCHOOL52948,San Bernardino,San Bernardino,adm,ARROYO VALLEY HIGH SCHOOL,All,3
ARROYO VALLEY HIGH SCHOOL52948,San Bernardino,San Bernardino,app,ARROYO VALLEY HIGH SCHOOL,All,25
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,enr,ARTESIA HIGH SCHOOL,Asian,
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,adm,ARTESIA HIGH SCHOOL,Asian,
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,app,ARTESIA HIGH SCHOOL,Asian,7
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,enr,ARTESIA HIGH SCHOOL,Hispanic/ Latino,
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,adm,ARTESIA HIGH SCHOOL,Hispanic/ Latino,
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,app,ARTESIA HIGH SCHOOL,Hispanic/ Latino,14
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,enr,ARTESIA HIGH SCHOOL,All,
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,adm,ARTESIA HIGH SCHOOL,All,
ARTESIA HIGH SCHOOL50155,Lakewood,Los Angeles,app,ARTESIA HIGH SCHOOL,All,25
ARVIN HIGH SCHOOL50160,Arvin,Kern,enr,ARVIN HIGH SCHOOL,Hispanic/ Latino,
ARVIN HIGH SCHOOL50160,Arvin,Kern,adm,ARVIN HIGH SCHOOL,Hispanic/ Latino,
ARVIN HIGH SCHOOL50160,Arvin,Kern,app,ARVIN HIGH SCHOOL,Hispanic/ Latino,14
ARVIN HIGH SCHOOL50160,Arvin,Kern,enr,ARVIN HIGH SCHOOL,All,
ARVIN HIGH SCHOOL50160,Arvin,Kern,adm,ARVIN HIGH SCHOOL,All,
ARVIN HIGH SCHOOL50160,Arvin,Kern,app,ARVIN HIGH SCHOOL,All,18
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,enr,ASPIRE BENJAMIN HOLT COLG PREP,Asian,
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,adm,ASPIRE BENJAMIN HOLT COLG PREP,Asian,3
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,app,ASPIRE BENJAMIN HOLT COLG PREP,Asian,7
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,enr,ASPIRE BENJAMIN HOLT COLG PREP,Hispanic/ Latino,
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,adm,ASPIRE BENJAMIN HOLT COLG PREP,Hispanic/ Latino,
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,app,ASPIRE BENJAMIN HOLT COLG PREP,Hispanic/ Latino,5
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,enr,ASPIRE BENJAMIN HOLT COLG PREP,All,
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,adm,ASPIRE BENJAMIN HOLT COLG PREP,All,3
ASPIRE BENJAMIN HOLT COLG PREP53843,Stockton,San Joaquin,app,ASPIRE BENJAMIN HOLT COLG PREP,All,14
ASPIRE GOLDEN STATE PREP ACADEMY54260,Oakland,Alameda,enr,ASPIRE GOLDEN STATE PREP ACADEMY,Hispanic/ Latino,3
ASPIRE GOLDEN STATE PREP ACADEMY54260,Oakland,Alameda,adm,ASPIRE GOLDEN STATE PREP ACADEMY,Hispanic/ Latino,4
ASPIRE GOLDEN STATE PREP ACADEMY54260,Oakland,Alameda,app,ASPIRE GOLDEN STATE PREP ACADEMY,Hispanic/ Latino,15
ASPIRE GOLDEN STATE PREP ACADEMY54260,Oakland,Alameda,enr,ASPIRE GOLDEN STATE PREP ACADEMY,All,3
ASPIRE GOLDEN STATE PREP ACADEMY54260,Oakland,Alameda,adm,ASPIRE GOLDEN STATE PREP ACADEMY,All,4
ASPIRE GOLDEN STATE PREP ACADEMY54260,Oakland,Alameda,app,ASPIRE GOLDEN STATE PREP ACADEMY,All,17
ASPIRE LANGSTON HUGHES ACADEMY54460,Stockton,San Joaquin,enr,ASPIRE LANGSTON HUGHES ACADEMY,All,
ASPIRE LANGSTON HUGHES ACADEMY54460,Stockton,San Joaquin,adm,ASPIRE LANGSTON HUGHES ACADEMY,All,
ASPIRE LANGSTON HUGHES ACADEMY54460,Stockton,San Joaquin,app,ASPIRE LANGSTON HUGHES ACADEMY,All,7
ASPIRE LIONEL WILSON COLG PREP51761,Oakland,Alameda,enr,ASPIRE LIONEL WILSON COLG PREP,Hispanic/ Latino,4
ASPIRE LIONEL WILSON COLG PREP51761,Oakland,Alameda,adm,ASPIRE LIONEL WILSON COLG PREP,Hispanic/ Latino,4
ASPIRE LIONEL WILSON COLG PREP51761,Oakland,Alameda,app,ASPIRE LIONEL WILSON COLG PREP,Hispanic/ Latino,19
ASPIRE LIONEL WILSON COLG PREP51761,Oakland,Alameda,enr,ASPIRE LIONEL WILSON COLG PREP,All,4
ASPIRE LIONEL WILSON COLG PREP51761,Oakland,Alameda,adm,ASPIRE LIONEL WILSON COLG PREP,All,4
ASPIRE LIONEL WILSON COLG PREP51761,Oakland,Alameda,app,ASPIRE LIONEL WILSON COLG PREP,All,20
ASPIRE OLLIN UNIV PREP ACDMY54735,Huntington Park,Los Angeles,enr,ASPIRE OLLIN UNIV PREP ACDMY,Hispanic/ Latino,
ASPIRE OLLIN UNIV PREP ACDMY54735,Huntington Park,Los Angeles,adm,ASPIRE OLLIN UNIV PREP ACDMY,Hispanic/ Latino,
ASPIRE OLLIN UNIV PREP ACDMY54735,Huntington Park,Los Angeles,app,ASPIRE OLLIN UNIV PREP ACDMY,Hispanic/ Latino,23
ASPIRE OLLIN UNIV PREP ACDMY54735,Huntington Park,Los Angeles,enr,ASPIRE OLLIN UNIV PREP ACDMY,All,
ASPIRE OLLIN UNIV PREP ACDMY54735,Huntington Park,Los Angeles,adm,ASPIRE OLLIN UNIV PREP ACDMY,All,
ASPIRE OLLIN UNIV PREP ACDMY54735,Huntington Park,Los Angeles,app,ASPIRE OLLIN UNIV PREP ACDMY,All,26
ASPIRE RICHMOND CA COLG PREP54847,Richmond,Contra Costa,enr,ASPIRE RICHMOND CA COLG PREP,Hispanic/ Latino,3
ASPIRE RICHMOND CA COLG PREP54847,Richmond,Contra Costa,adm,ASPIRE RICHMOND CA COLG PREP,Hispanic/ Latino,4
ASPIRE RICHMOND CA COLG PREP54847,Richmond,Contra Costa,app,ASPIRE RICHMOND CA COLG PREP,Hispanic/ Latino,10
ASPIRE RICHMOND CA COLG PREP54847,Richmond,Contra Costa,enr,ASPIRE RICHMOND CA COLG PREP,All,3
ASPIRE RICHMOND CA COLG PREP54847,Richmond,Contra Costa,adm,ASPIRE RICHMOND CA COLG PREP,All,4
ASPIRE RICHMOND CA COLG PREP54847,Richmond,Contra Costa,app,ASPIRE RICHMOND CA COLG PREP,All,19
ATASCADERO HIGH SCHOOL50165,Atascadero,San Luis Obispo,enr,ATASCADERO HIGH SCHOOL,White,
ATASCADERO HIGH SCHOOL50165,Atascadero,San Luis Obispo,adm,ATASCADERO HIGH SCHOOL,White,
ATASCADERO HIGH SCHOOL50165,Atascadero,San Luis Obispo,app,ATASCADERO HIGH SCHOOL,White,9
ATASCADERO HIGH SCHOOL50165,Atascadero,San Luis Obispo,enr,ATASCADERO HIGH SCHOOL,All,
ATASCADERO HIGH SCHOOL50165,Atascadero,San Luis Obispo,adm,ATASCADERO HIGH SCHOOL,All,
ATASCADERO HIGH SCHOOL50165,Atascadero,San Luis Obispo,app,ATASCADERO HIGH SCHOOL,All,15
ATWATER HIGH SCHOOL50172,Atwater,Merced,enr,ATWATER HIGH SCHOOL,Asian,
ATWATER HIGH SCHOOL50172,Atwater,Merced,adm,ATWATER HIGH SCHOOL,Asian,
ATWATER HIGH SCHOOL50172,Atwater,Merced,app,ATWATER HIGH SCHOOL,Asian,6
ATWATER HIGH SCHOOL50172,Atwater,Merced,enr,ATWATER HIGH SCHOOL,Hispanic/ Latino,
ATWATER HIGH SCHOOL50172,Atwater,Merced,adm,ATWATER HIGH SCHOOL,Hispanic/ Latino,4
ATWATER HIGH SCHOOL50172,Atwater,Merced,app,ATWATER HIGH SCHOOL,Hispanic/ Latino,18
ATWATER HIGH SCHOOL50172,Atwater,Merced,enr,ATWATER HIGH SCHOOL,All,
ATWATER HIGH SCHOOL50172,Atwater,Merced,adm,ATWATER HIGH SCHOOL,All,6
ATWATER HIGH SCHOOL50172,Atwater,Merced,app,ATWATER HIGH SCHOOL,All,26
AVENAL HIGH SCHOOL50185,Avenal,Kings,enr,AVENAL HIGH SCHOOL,All,
AVENAL HIGH SCHOOL50185,Avenal,Kings,adm,AVENAL HIGH SCHOOL,All,
AVENAL HIGH SCHOOL50185,Avenal,Kings,app,AVENAL HIGH SCHOOL,All,6
AVESON GLOBAL LEADERSHIP ACAD50162,Altadena,Los Angeles,enr,AVESON GLOBAL LEADERSHIP ACAD,All,
AVESON GLOBAL LEADERSHIP ACAD50162,Altadena,Los Angeles,adm,AVESON GLOBAL LEADERSHIP ACAD,All,
AVESON GLOBAL LEADERSHIP ACAD50162,Altadena,Los Angeles,app,AVESON GLOBAL LEADERSHIP ACAD,All,5
AZUSA HIGH SCHOOL50188,Azusa,Los Angeles,enr,AZUSA HIGH SCHOOL,Hispanic/ Latino,
AZUSA HIGH SCHOOL50188,Azusa,Los Angeles,adm,AZUSA HIGH SCHOOL,Hispanic/ Latino,
AZUSA HIGH SCHOOL50188,Azusa,Los Angeles,app,AZUSA HIGH SCHOOL,Hispanic/ Latino,7
AZUSA HIGH SCHOOL50188,Azusa,Los Angeles,enr,AZUSA HIGH SCHOOL,All,
AZUSA HIGH SCHOOL50188,Azusa,Los Angeles,adm,AZUSA HIGH SCHOOL,All,
AZUSA HIGH SCHOOL50188,Azusa,Los Angeles,app,AZUSA HIGH SCHOOL,All,9
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,White,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,White,3
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,White,7
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,Asian,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,Asian,3
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,Asian,5
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,Hispanic/ Latino,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,Hispanic/ Latino,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,Hispanic/ Latino,12
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,African American,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,African American,
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,African American,5
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,enr,BAKERSFIELD HIGH SCHOOL,All,3
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,adm,BAKERSFIELD HIGH SCHOOL,All,7
BAKERSFIELD HIGH SCHOOL50205,Bakersfield,Kern,app,BAKERSFIELD HIGH SCHOOL,All,29
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,Asian,4
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,Asian,4
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,Asian,55
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,Hispanic/ Latino,
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,Hispanic/ Latino,
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,Hispanic/ Latino,12
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,enr,BALBOA HIGH SCHOOL,All,4
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,adm,BALBOA HIGH SCHOOL,All,4
BALBOA HIGH SCHOOL52916,San Francisco,San Francisco,app,BALBOA HIGH SCHOOL,All,72
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,enr,BALDWIN PARK HIGH SCHOOL,Asian,
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,adm,BALDWIN PARK HIGH SCHOOL,Asian,3
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,app,BALDWIN PARK HIGH SCHOOL,Asian,7
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,enr,BALDWIN PARK HIGH SCHOOL,Hispanic/ Latino,
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,adm,BALDWIN PARK HIGH SCHOOL,Hispanic/ Latino,3
BALDWIN PARK HIGH SCHOOL50225,Baldwin Park,Los Angeles,app,BALDWIN PARK HIGH SCHOOL,Hispanic/ Latino,19
